,regio3,geo_plz,streetPlain,houseNumber,lon,lat
0,Nordend_West,60318.0,Oederweg_,0.0,8.679633,50.1181588
1,Heddernheim,60439.0,Heddernheimer_Landstraße,0.0,8.6371704,50.1628686
2,Innenstadt,60313.0,Große_Bockenheimer_Str.,0.0,8.6735555,50.1148008
3,Dornbusch,60320.0,Marbachweg,277.0,8.68078140600974,50.141185
4,Dornbusch,60320.0,Grillparzerstr.,91.0,8.66495605,50.1444322
5,Ostend,60314.0,,,0.0,0.0
6,Bergen_Enkheim,60388.0,,,0.0,0.0
7,Riedberg,60438.0,,,0.0,0.0
8,Bonames,60433.0,,,0.0,0.0
9,Eschersheim,60433.0,,,0.0,0.0
10,Sachsenhausen_Nord,60594.0,,,0.0,0.0
11,Westend_Süd,60325.0,,,0.0,0.0
12,Höchst,65929.0,Kasinostraße,35.0,8.548132549999991,50.1024542
13,Dornbusch,60320.0,,,0.0,0.0
14,Riedberg,60438.0,Arthur-von-Weinberg-Straße,10.0,8.624375244813223,50.17716045
15,Nordend_Ost,60316.0,Baumweg,42.0,8.693784057212003,50.11930415
16,Nordend_Ost,60385.0,Petterweilstraße,31.0,0.0,0.0
17,Westend_Süd,60323.0,,,0.0,0.0
18,Gallusviertel,60326.0,Kriegkstr._,0.0,8.6388791,50.1042531
19,Sachsenhausen_Nord,60385.0,,,0.0,0.0
20,Ostend,60314.0,Schichaustraße,3.0,8.702794750000002,50.11176525
21,Nieder_Eschbach,60437.0,,,0.0,0.0
22,Bockenheim,60486.0,Römischer_Ring_,0.0,0.0,0.0
23,Sachsenhausen_Nord,60596.0,,,0.0,0.0
24,Riedberg,60437.0,,,0.0,0.0
25,Altstadt,60313.0,,,0.0,0.0
26,Sachsenhausen_Süd,60598.0,Ossietzkystraße,6.0,8.687581103440777,50.0980951
27,Rödelheim,60489.0,Wehrhofstr._,0.0,8.6143655,50.1247023
28,Bockenheim,60486.0,,,0.0,0.0
29,Bockenheim,60487.0,,,0.0,0.0
30,Nordend_West,60318.0,,,0.0,0.0
31,Nordend_West,60318.0,Jahnstr._,0.0,8.6825386,50.1204806
32,Riedberg,60438.0,,,0.0,0.0
33,Harheim,60437.0,Merzenstr.,5.0,8.696299699999996,50.185912099999996
34,Westend_Süd,60325.0,,,0.0,0.0
35,Gutleutviertel,60329.0,,,0.0,0.0
36,Bockenheim,60486.0,Am_Römerhof,51.0,8.627460264149569,50.11311135
37,Gallusviertel,60326.0,Krifteler_Straße,15.0,8.633600838418172,50.0997325
38,Niederrad,60528.0,Hahnstraße,26.0,8.632781338778438,50.08380355
39,Riedberg,60438.0,Renoirallee,4.0,8.64227515,50.1761514
40,Höchst,65929.0,Kasinostraße,31.0,8.548487350037068,50.1025957
41,Bockenheim,60486.0,,,0.0,0.0
42,Nordend_Ost,60389.0,Walter-Hesselbach-Straße,54.0,0.0,0.0
43,Bahnhofsviertel,60311.0,,,0.0,0.0
44,Gallusviertel,60326.0,Niedernhausener_Straße,33.0,8.635613309716279,50.107291599999996
45,Hausen,60488.0,,,0.0,0.0
46,Niederrad,60528.0,Lyonerstr.,19.0,8.624485471556243,50.081535450000004
47,Altstadt,60311.0,,,0.0,0.0
48,Griesheim,65933.0,An_der_Zingelswiese,40.0,8.5920760509579,50.1041629
49,Sossenheim,65936.0,Alpenroder_Straße,2.0,8.563326149957078,50.12150345
50,Gallusviertel,60326.0,Lahnstrasse,61.0,8.632896759807293,50.1007205
51,Gallusviertel,60486.0,Europa-Allee,165.0,8.6239347,50.1073374
52,Riedberg,60438.0,,,0.0,0.0
53,Sachsenhausen_Süd,60598.0,Mörfelder_Landstr._,0.0,8.6711062,50.0895774
54,Rödelheim,60489.0,Thudichumstraße,,0.0,0.0
55,Nied,65934.0,,,0.0,0.0
56,Nordend_West,60322.0,,,0.0,0.0
57,Ostend,60316.0,,,0.0,0.0
58,Sachsenhausen_Nord,60598.0,Mörfelder_Landstraße,0.0,8.6711062,50.0895774
59,Niederrad,60528.0,Hahnstraße,26.0,8.632781338778438,50.08380355
60,Preungesheim,60435.0,Am_Borsforder,68.0,0.0,0.0
61,Sachsenhausen_Süd,60599.0,Max-Beckmann-Strasse,33.0,8.694408715265869,50.08623095
62,Altstadt,60311.0,,,0.0,0.0
63,Altstadt,60313.0,Carl-Theodor-Reiffenstein-Platz,6.0,0.0,0.0
64,Nordend_West,60318.0,Kleiststraße,32.0,8.692752140624911,50.13187670000001
65,Heddernheim,60439.0,Olof-Palme-Straße_31,617.0,8.6452953,50.1652118
66,Höchst,65929.0,Königsteiner_Str.,6.0,8.54927275,50.10125275
67,Sachsenhausen_Süd,60599.0,Am_Sandberg,,0.0,0.0
68,Ginnheim,60431.0,,,0.0,0.0
69,Bahnhofsviertel,60329.0,Gutleutstraße,42.0,8.667526226659959,50.1056131
70,Niederrad,60528.0,Herbert-Boehm-Straße,11.0,8.643078091469787,50.08163935
71,Sachsenhausen_Nord,60594.0,Textorstr._,0.0,8.6903264,50.1027866
72,Nied,65934.0,Birmingham_Str.,,0.0,0.0
73,Gallusviertel,60326.0,,,0.0,0.0
74,Höchst,65929.0,Hospitalstraße,22.0,8.547855726768248,50.1074397
75,Dornbusch,60431.0,,,0.0,0.0
76,Bockenheim,60486.0,Robert-Mayer_Straße,33.0,8.647010319891908,50.116949649999995
77,Nordend_West,60322.0,,,0.0,0.0
78,Gallusviertel,60326.0,Lahnstr._,69.0,8.631211945868618,50.1005512
79,Sachsenhausen_Süd,60598.0,,,0.0,0.0
80,Nordend_West,60320.0,,,0.0,0.0
81,Westend_Süd,60325.0,,,0.0,0.0
82,Altstadt,60311.0,,,0.0,0.0
83,Sachsenhausen_Nord,60594.0,,,0.0,0.0
84,Gallusviertel,60326.0,Knorrstr.,,0.0,0.0
85,Westend_Süd,60325.0,Beethovenstr._,0.0,8.6560233,50.1155187
86,Bergen_Enkheim,60388.0,,,0.0,0.0
87,Sachsenhausen_Nord,60596.0,Stresemannallee_,47.0,8.67474005,50.09496755
88,Sachsenhausen_Nord,60596.0,,,0.0,0.0
89,Bockenheim,60327.0,Römischer_Ring,0.0,0.0,0.0
90,Eschersheim,60431.0,,,0.0,0.0
91,Sachsenhausen_Nord,60594.0,,,0.0,0.0
92,Oberrad,60599.0,Schafheckstraße,6.0,8.730620399265987,50.099845349999995
93,Höchst,65929.0,,,0.0,0.0
94,Schwanheim,60529.0,Geisenheimer_Str.,,0.0,0.0
95,Westend_Nord,60323.0,Reuterweg,82.0,8.67046705,50.12231525
96,Sachsenhausen_Süd,60599.0,,,0.0,0.0
97,Riedberg,60438.0,Skylineblick,24.0,8.644105297932025,50.1802778
98,Sachsenhausen_Nord,60594.0,Textorstr._,0.0,8.6903264,50.1027866
99,Bockenheim,60487.0,,,0.0,0.0
100,Eckenheim,60435.0,Engelthaler_Straße,73.0,8.6857907,50.1524238
101,Ostend,60314.0,Oskar-von-Miller_Str.,48.0,8.699993729598969,50.10868635
102,Westend_Nord,60322.0,Auf_der_Körnerwiese,,0.0,0.0
103,Innenstadt,60313.0,Große_Friedberger_Straße,6.0,8.686621569104876,50.1149374
104,Westend_Süd,60325.0,,,0.0,0.0
105,Bahnhofsviertel,60329.0,Münchener_Straße,11.0,8.671231004646017,50.1079911
106,Altstadt,60311.0,Alte_Mainzer_Gasse,55.0,8.677317908770991,50.10846885
107,Griesheim,65933.0,,,0.0,0.0
108,Nieder_Eschbach,60437.0,,,0.0,0.0
109,Nordend_West,60322.0,,,0.0,0.0
110,Niederrad,60528.0,,,0.0,0.0
111,Bockenheim,60486.0,,,0.0,0.0
112,Westend_Nord,60320.0,Am_Dornbusch,31.0,8.66710761241051,50.137330000000006
113,Innenstadt,60312.0,Große_Gallusstraße,,0.0,0.0
114,Nordend_West,60318.0,Oeder_Weg,136.0,8.683064497388205,50.12739045
115,Sachsenhausen_Süd,60599.0,Sachsenhäuser_Landwehrweg,94.0,8.700255353710247,50.08931665
116,Ostend,60314.0,Schwanenstraße,12.0,8.696165252235126,50.1113508
117,Oberrad,60599.0,Wiener_Str.,63.0,8.731998129078526,50.09828225
118,Dornbusch,60433.0,Ziegenhainer_Str.,26.0,8.6716408,50.1540244
119,Altstadt,60311.0,Braubachstraße,25.0,8.683666,50.1112004
120,Nordend_Ost,60318.0,,,0.0,0.0
121,Unterliederbach,65929.0,Wasgaustraße,43.0,8.534786918620322,50.10897635
122,Bockenheim,60487.0,,,0.0,0.0
123,Höchst,65929.0,Zuckschwerdtstraße,10.0,8.552627404831284,50.102287700000005
124,Bockenheim,60486.0,Am_Römerhof,49.0,8.627499423282835,50.112829899999994
125,Griesheim,65933.0,,,0.0,0.0
126,Nordend_West,60435.0,Anneliese-Hoevel-Straße,,0.0,0.0
127,Bockenheim,60486.0,Gebrüder-Wright-Str.,9.0,8.62598655,50.112069649999995
128,Oberrad,60599.0,Gräfendeichstr.,53.0,8.729251522716403,50.1018372
129,Sachsenhausen_Süd,60598.0,,,0.0,0.0
130,Bockenheim,60486.0,Öserstrasse,,0.0,0.0
131,Rödelheim,60489.0,,,0.0,0.0
132,Gallusviertel,60327.0,Europa-Allee_,39.0,8.648238321610071,50.10835385
133,Innenstadt,60313.0,Taubenstraße,7.0,8.6783107,50.1164753
134,Nied,65934.0,Franz-Simon-Straße,21.0,8.568973443587662,50.0997071
135,Riedberg,60438.0,Gräfin-Dönhoff-Straße,16.0,8.638093486752084,50.17921015
136,Niederrad,60528.0,,,0.0,0.0
137,Sachsenhausen_Süd,60599.0,,,0.0,0.0
138,Preungesheim,60435.0,Gundelandstr.,24.0,8.699249075195645,50.1564323
139,Sachsenhausen_Nord,60594.0,,,0.0,0.0
140,Westend_Süd,60325.0,Schumannstraße,40.0,8.655175816263537,50.116856049999996
141,Westend_Süd,60323.0,,,0.0,0.0
142,Nordend_West,60318.0,,,0.0,0.0
143,Sachsenhausen_Süd,60598.0,Richards-Strauss-Allee,25.0,0.0,0.0
144,Westend_Süd,60325.0,Mendelssohnstraße,79.0,8.6588581,50.1179794
145,Niederrad,60528.0,Bruchfeldstr.,29.0,8.6471996,50.0867334
146,Westend_Süd,60323.0,Friedrichstr._,0.0,8.6671819,50.1218063
147,Nordend_West,60322.0,,,0.0,0.0
148,Westend_Süd,60325.0,,,0.0,0.0
149,Schwanheim,60529.0,Sonnenweg,144.0,8.600997098832426,50.085744649999995
150,Niederrad,60528.0,Kelsterbacher_Straße,7.0,8.64751297449289,50.0884454
151,Oberrad,60599.0,Wiener_Straße,31.0,8.729059956026614,50.098534400000005
152,Westend_Süd,60325.0,,,0.0,0.0
153,Sachsenhausen_Süd,60599.0,Amorbacher_Weg,,0.0,0.0
154,Westend_Nord,60320.0,,,0.0,0.0
155,Nordend_West,60318.0,,,0.0,0.0
156,Bockenheim,60486.0,Hermann-Wendel-Straße,12.0,8.6462091,50.114715
157,Sachsenhausen_Nord,60596.0,,,0.0,0.0
158,Nordend_West,60435.0,Anneliese-Hoevel-Straße,,0.0,0.0
159,Bockenheim,60486.0,Pfingstbrunnenstraße,28.0,8.639315,50.1162369
160,Ginnheim,60431.0,Fuchshohl,0.0,8.6534847,50.1454878
161,Altstadt,60311.0,,,0.0,0.0
162,Ostend,60314.0,,,0.0,0.0
163,Sachsenhausen_Süd,60598.0,Richard-Strauß-Allee,11.0,8.665425167728774,50.09029765
164,Nordend_West,60318.0,,,0.0,0.0
165,Riedberg,60438.0,Am_Himmerich,15.0,8.630028969244037,50.180161749999996
166,Gallusviertel,60327.0,Mainzer_Landstr,146.0,8.6529444,50.1071671
167,Westend_Süd,60325.0,,,0.0,0.0
168,Westend_Süd,60325.0,Schumannstraße,60.0,8.65553816642984,50.1190306
169,Bockenheim,60486.0,,,0.0,0.0
170,Sachsenhausen_Nord,60322.0,Schweizer_Straße,10.0,8.67801770220276,50.104675
171,Unterliederbach,65929.0,Heimchenweg,9.0,8.532920545270267,50.108473450000005
172,Preungesheim,60435.0,Gravensteiner_Platz,4.0,8.698651,50.15588475
173,Westend_Süd,60325.0,,,0.0,0.0
174,Bockenheim,60486.0,Landgrafenstr.,0.0,8.6471726,50.1208823
175,Gallusviertel,60327.0,Europa-Allee,,0.0,0.0
176,Höchst,65929.0,Brüningstr.,36.0,8.540907945312473,50.09691815
177,Griesheim,65933.0,Fabriciusstr._,0.0,8.6040285,50.0931658
178,Bergen_Enkheim,60388.0,Riedstraße,42.0,8.758243499999997,50.1500173
179,Sachsenhausen_Nord,60594.0,,,0.0,0.0
180,Dornbusch,60320.0,Bertramstraße,2.0,8.6745033,50.1388541
181,Innenstadt,60313.0,Kaiserhofstr.,19.0,8.674772488222544,50.11562095
182,Nordend_West,60318.0,Eiserne_Hand,19.0,8.688294626324186,50.12221005
183,Bockenheim,60486.0,Ohmstraße,19.0,8.6398291,50.1173905
184,Rödelheim,60489.0,Ludwig_-_Landmann_-_Str.,308.0,8.6180559,50.1322168
185,Niederrad,60528.0,,,0.0,0.0
186,Altstadt,60311.0,Saalgasse,9.0,8.6841782,50.1100603
187,Ostend,60314.0,Oskar-von-Miller_Strasse,40.0,8.6989841,50.10874485
188,Gallusviertel,63027.0,,,0.0,0.0
189,Preungesheim,60435.0,Gravensteiner_Platz,4.0,8.698651,50.15588475
190,Nordend_Ost,60435.0,,,0.0,0.0
191,Bockenheim,60486.0,Hermann-Wendel-Str.,12.0,8.6462091,50.114715
192,Ostend,60314.0,Ostendstr._,0.0,8.699819,50.1116317
193,Sachsenhausen_Süd,60598.0,Grethenweg,69.0,8.68916663389193,50.09566255
194,Niederrad,60528.0,Hahnstr.,28.0,8.632797654669258,50.0834542
195,Bockenheim,60486.0,Pfingstbrunnenstraße,24.0,8.63861,50.1162119
196,Bahnhofsviertel,60329.0,,,0.0,0.0
197,Westend_Süd,60323.0,,,0.0,0.0
198,Innenstadt,60311.0,,,0.0,0.0
199,Eschersheim,60433.0,Auf_der_Lindenhöhe_,0.0,8.6650439,50.1507152
200,Nied,65934.0,,,0.0,0.0
201,Bornheim,60385.0,,,0.0,0.0
202,Nordend_West,60322.0,Lersnerstraße,0.0,8.6788796,50.1235445
203,Bahnhofsviertel,60329.0,Niddastr._,0.0,8.6640275,50.1096334
204,Westend_Nord,60322.0,Auf_der_Körnerwiese,,0.0,0.0
205,Gallusviertel,60486.0,,,0.0,0.0
206,Bahnhofsviertel,60329.0,Niddastr._,0.0,8.6640275,50.1096334
207,Heddernheim,60439.0,,,0.0,0.0
208,Gallusviertel,60326.0,Im_Galluspark,9.0,8.6381334,50.0997919
209,Nieder_Erlenbach,60437.0,,,0.0,0.0
210,Nordend_Ost,60389.0,Walter-Hesselbach-Straße,54.0,0.0,0.0
211,Niederrad,60528.0,Lyoner_Straße,30.0,8.622975643309179,50.080984599999994
212,Oberrad,60599.0,,,0.0,0.0
213,Rödelheim,60489.0,,,0.0,0.0
214,Dornbusch,60433.0,Hügelstr.,97.0,8.66840738557292,50.14828249999999
215,Nordend_West,60318.0,,,0.0,0.0
216,Nordend_Ost,60318.0,,,0.0,0.0
217,Sachsenhausen_Nord,60594.0,Dreieichstrasse,33.0,8.6925099,50.1049159
218,Innenstadt,60313.0,,,0.0,0.0
219,Gallusviertel,60326.0,Helmut_Walcha_Str,0.0,8.6394911,50.1003894
220,Westend_Süd,60325.0,Arndtstr,19.0,8.659298308152177,50.1157637
221,Praunheim,60488.0,,,0.0,0.0
222,Gutleutviertel,60327.0,,,0.0,0.0
223,Sachsenhausen_Nord,60594.0,,,0.0,0.0
224,Westend_Süd,60325.0,Arndtstraße,,0.0,0.0
225,Gallusviertel,65933.0,,,0.0,0.0
226,Rödelheim,60489.0,Röderichstraße,43.0,8.609636449999996,50.124499400000005
227,Westend_Süd,60323.0,,,0.0,0.0
228,Praunheim,60488.0,Heerstr,30.0,8.618229750000001,50.14925025
229,Sachsenhausen_Nord,60596.0,,,0.0,0.0
230,Griesheim,65933.0,,,0.0,0.0
231,Sachsenhausen_Süd,60598.0,Mittlerer_Hasenpfad_,0.0,8.6838644,50.0927953
232,Eschersheim,60433.0,Eleonore-Sterling-Straße,51.0,8.664755958000008,50.159367399999994
233,Preungesheim,60435.0,Jaspertstr.,11.0,8.6930807,50.1529727
234,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
235,Bergen_Enkheim,60388.0,,,0.0,0.0
236,Innenstadt,60311.0,Langestrasse,20.0,8.693222058750624,50.112739649999995
237,Nied,65934.0,Franz-Diehl-Weg,4.0,8.585827649999999,50.10682725
238,Niederrad,60528.0,Güntherstr.,44684.0,8.6472035,50.0825924
239,Westend_Süd,60323.0,,,0.0,0.0
240,Heddernheim,60439.0,Olof-Palme-Str.,31.0,8.6452953,50.1652118
241,Praunheim,60439.0,,,0.0,0.0
242,Berkersheim,60435.0,An_der_Roseneller,,0.0,0.0
243,Bockenheim,60487.0,,,0.0,0.0
244,Zeilsheim,65931.0,,,0.0,0.0
245,Westend_Süd,60323.0,,,0.0,0.0
246,Rödelheim,60489.0,,,0.0,0.0
247,Griesheim,65933.0,,,0.0,0.0
248,Hausen,60488.0,Hausener_Weg,120.0,8.6206193,50.1333031
249,Nordend_Ost,60389.0,,,0.0,0.0
250,Preungesheim,60435.0,,,0.0,0.0
251,Harheim,60437.0,,,0.0,0.0
252,Bornheim,60385.0,Berger_Straße,,0.0,0.0
253,Westend_Süd,60324.0,,,0.0,0.0
254,Niederrad,60528.0,Triftstraße,53.0,8.644815217330379,50.08358035
255,Westend_Süd,60325.0,,,0.0,0.0
256,Harheim,60437.0,,,0.0,0.0
257,Sachsenhausen_Süd,60598.0,Letzter_Hasenpfad_,0.0,8.6853934,50.0860489
258,Innenstadt,60313.0,,,0.0,0.0
259,Sachsenhausen_Nord,60594.0,,,0.0,0.0
260,Sachsenhausen_Süd,60599.0,,,0.0,0.0
261,Höchst,65929.0,Bolongarostraße_,0.0,8.5459268,50.0984457
262,Westend_Süd,60325.0,Bettinastraße,50.0,8.659100115977019,50.1129632
263,Unterliederbach,65929.0,Euckenstraße,22.0,8.541212791785508,50.1110375
264,Sachsenhausen_Nord,60594.0,Wallstrasse,24.0,8.687824778258545,50.1053246
265,Sossenheim,65936.0,Marienberger_Str,49.0,8.56263221397295,50.1208811
266,Westend_Süd,60325.0,Brentanostrasse,0.0,8.6626502,50.1181373
267,Ostend,60314.0,,,0.0,0.0
268,Westend_Süd,60325.0,Bockenheimer_Landstr.,0.0,8.6606429,50.118857
269,Nordend_Ost,60316.0,Friedberger_Anlage,0.0,8.693262,50.1166129
270,Westend_Nord,60322.0,Hansaallee,84.0,8.6716367,50.1271139
271,Heddernheim,60439.0,,,0.0,0.0
272,Oberrad,60599.0,,,0.0,0.0
273,Eschersheim,60433.0,,,0.0,0.0
274,Bornheim,60385.0,Berger_Straße,,0.0,0.0
275,Rödelheim,60489.0,Thudichumstraße,,0.0,0.0
276,Riedberg,60438.0,Altenhöferallee,70.0,8.63096658873827,50.177600299999995
277,Rödelheim,60489.0,Schultheißenweg_,0.0,8.5956906,50.1282694
278,Ginnheim,60431.0,,,0.0,0.0
279,Altstadt,60311.0,Berliner_Straße,29.0,8.68308320654083,50.1118032
280,Bornheim,60385.0,Berger_Straße,,0.0,0.0
281,Ginnheim,60320.0,,,0.0,0.0
282,Nordend_Ost,60316.0,Herderstraße,,0.0,0.0
283,Sossenheim,65936.0,Dunantring,,0.0,0.0
284,Westend_Süd,60325.0,,,0.0,0.0
285,Sachsenhausen_Süd,60599.0,,,0.0,0.0
286,Hausen,60488.0,,,0.0,0.0
287,Nordend_Ost,60316.0,,,0.0,0.0
288,Gallusviertel,60486.0,,,0.0,0.0
289,Bockenheim,60487.0,Ditmarstraße,32.0,8.650806777508095,50.128136
290,Ginnheim,60431.0,Rebgärten,60.0,8.65230604488386,50.13861835
291,Riedberg,60438.0,,,0.0,0.0
292,Westend_Nord,60320.0,,,0.0,0.0
293,Eschersheim,60431.0,,,0.0,0.0
294,Bockenheim,60486.0,Römischer_Ring,3.0,0.0,0.0
295,Höchst,65929.0,Hostatostraße,30.0,8.542684440322464,50.10028795
296,Bornheim,60385.0,Arnsburger_Straße,0.0,8.7060103,50.124768
297,Sachsenhausen_Nord,60594.0,Zum_Brommenhof,11.0,8.6998176,50.1046786
298,Eschersheim,60431.0,Lindenring,,0.0,0.0
299,Bockenheim,60486.0,,,0.0,0.0
300,Nordend_West,60322.0,Oederweg,0.0,8.6826862,50.127144
301,Nordend_Ost,60389.0,Friedberger_Landstraße_,297.0,8.6982875,50.1383232
302,Fechenheim,60386.0,Dieburger_Str.,40.0,8.765395048544956,50.11529365
303,Höchst,65929.0,Peter-Fischer-Allee,23.0,8.546511006961893,50.11096715
304,Ostend,60314.0,Ferdinand-Happ-Straße,13.0,8.710294771488151,50.11292335
305,Innenstadt,60329.0,,,0.0,0.0
306,Griesheim,65933.0,Platanenstraße,7.0,8.6054562,50.0972911
307,Ostend,60314.0,,,0.0,0.0
308,Praunheim,60439.0,,,0.0,0.0
309,Nordend_West,60318.0,,,0.0,0.0
310,Westend_Süd,60325.0,Rüsterstraße,,0.0,0.0
311,Preungesheim,60435.0,Gretapfelstraße,6.0,8.699925685022421,50.154068
312,Sachsenhausen_Nord,60596.0,Schwanthaer_Straße,53.0,0.0,0.0
313,Schwanheim,60529.0,Am_Abtshof,1.0,8.580747898511026,50.0865271
314,Sachsenhausen_Süd,60598.0,Grethenweg,61.0,8.689138242679778,50.0960513
315,Nordend_Ost,60316.0,,,0.0,0.0
316,Nordend_West,60435.0,Anneliese-Hoevel-Straße,13.0,8.694916,50.1389161
317,Niederrad,60528.0,Rennbahnstraße,22.0,8.649998730199652,50.0867364
318,Eschersheim,60433.0,,,0.0,0.0
319,Bockenheim,60486.0,Voltastr.,69.0,8.6335188,50.1169214
320,Niederrad,60528.0,Bruchfeldstraße,34.0,8.648363720116052,50.087164
321,Ostend,60316.0,,,0.0,0.0
322,Rödelheim,60489.0,,,0.0,0.0
323,Innenstadt,60313.0,Elefantengasse,4.0,8.686721927802543,50.117723749999996
324,Niederrad,60528.0,Paul-Tillich-Straße,14.0,8.644445682082388,50.0779148
325,Gutleutviertel,60327.0,,,0.0,0.0
326,Sachsenhausen_Süd,60598.0,Grethenweg,120.0,8.688540338868613,50.0930415
327,Sachsenhausen_Nord,60594.0,Kleine_Rittergasse,43.0,8.6896803,50.1053349
328,Rödelheim,60489.0,,,0.0,0.0
329,Westend_Süd,60325.0,Kettenhofweg,75.0,8.662170305203656,50.115769400000005
330,Schwanheim,60529.0,Schwarzbachstr.,4.0,8.584960910372143,50.0856072
331,Gallusviertel,60326.0,,,0.0,0.0
332,Dornbusch,60320.0,kurhessenstr.,0.0,0.0,0.0
333,Sachsenhausen_Nord,60594.0,,,0.0,0.0
334,Niederrad,60528.0,Hahnstr.,28.0,8.632797654669258,50.0834542
335,Ostend,60316.0,,,0.0,0.0
336,Niederrad,60528.0,Schwarzwaldstrasse,,0.0,0.0
337,Rödelheim,60489.0,Alexanderstraße,65.0,8.61369160369718,50.12820505
338,Ginnheim,60431.0,Fuchshohl,0.0,8.6534847,50.1454878
339,Sachsenhausen_Süd,60598.0,,,0.0,0.0
340,Bornheim,60385.0,,,0.0,0.0
341,Innenstadt,60312.0,Große_Gallusstraße,,0.0,0.0
342,Oberrad,60599.0,Goldbergweg,25.0,8.72185387160302,50.09666035
343,Ostend,60314.0,Rückertstr._,0.0,8.6997379,50.1113215
344,Nordend_West,60322.0,,,0.0,0.0
345,Nordend_Ost,60389.0,Dietrich-Bonhoeffer-Weg,0.0,0.0,0.0
346,Bockenheim,60486.0,Voltastraße,69.0,8.6335188,50.1169214
347,Altstadt,60311.0,Seckbächer_Gasse,5.0,8.6769069,50.1088126
348,Nordend_West,60318.0,,,0.0,0.0
349,Sachsenhausen_Nord,60594.0,Textorstr.,0.0,8.6903264,50.1027866
350,Nordend_Ost,60316.0,Musikantenweg,18.0,8.695706357339661,50.118964649999995
351,Sachsenhausen_Nord,60596.0,,,0.0,0.0
352,Griesheim,65933.0,,,0.0,0.0
353,Innenstadt,60311.0,Langestrasse,20.0,8.693222058750624,50.112739649999995
354,Gutleutviertel,60327.0,Hafenstraße,4.0,8.661067500000001,50.1004405
355,Nordend_West,60322.0,Bornwiesenweg,12.0,8.679084818138575,50.122026149999996
356,Bockenheim,60486.0,Römischer_Ring,15.0,0.0,0.0
357,Nordend_Ost,60389.0,,,0.0,0.0
358,Gallusviertel,60326.0,Mainzer_Landstr.,387.0,8.631326550514906,50.1015709
359,Niederrad,60528.0,Schwarzwaldstr.,25.0,8.646849893907195,50.086545349999994
360,Nordend_Ost,60316.0,Herderstr._,0.0,8.6944831,50.1196666
361,Nordend_West,60318.0,Eckenheimer_Landstraße,184.0,8.6842722,50.1313147
362,Schwanheim,60529.0,Sauerackerweg,41.0,8.5899935812251,50.0836777
363,Bockenheim,60487.0,Mulanskystraße,0.0,8.6413335,50.1263314
364,Heddernheim,60439.0,,,0.0,0.0
365,Nordend_West,60318.0,Oederweg_,0.0,8.679633,50.1181588
366,Bockenheim,60487.0,,,0.0,0.0
367,Altstadt,60311.0,Töngesgasse,36.0,8.68320916827654,50.11346895
368,Bahnhofsviertel,60329.0,Münchener_Str._,0.0,8.6656435,50.1067827
369,Westend_Süd,60325.0,,,0.0,0.0
370,Niederrad,60528.0,Lyoner_Straße,40.0,8.625688023538135,50.07748385
371,Praunheim,60439.0,,,0.0,0.0
372,Niederrad,60528.0,Hahnstraße,,0.0,0.0
373,Bockenheim,60487.0,Ludwig-Landmann-Srasse,351.0,0.0,0.0
374,Bahnhofsviertel,60329.0,Münchener_Straße,8.0,8.671240898712476,50.1083471
375,Dornbusch,60433.0,,,0.0,0.0
376,Bockenheim,60486.0,Galvanistraße,29.0,8.635819447942545,50.1179512
377,Gallusviertel,60486.0,,,0.0,0.0
378,Bockenheim,60487.0,,,0.0,0.0
379,Dornbusch,60320.0,,,0.0,0.0
380,Seckbach,60388.0,Flinschstrasse,47.0,8.733527235250001,50.13751645
381,Niederrad,60528.0,,,0.0,0.0
382,Innenstadt,60322.0,,,0.0,0.0
383,Bornheim,60385.0,Fechenheimer_Str.,12.0,8.710142043642447,50.12456975
384,Niederrad,60528.0,Hahnstraße,26.0,8.632781338778438,50.08380355
385,Sachsenhausen_Nord,60594.0,Schwanthaler,12.0,8.685198952949978,50.101840800000005
386,Sachsenhausen_Süd,60599.0,Am_Wassertempel,11.0,8.694968850000002,50.0980637
387,Rödelheim,60489.0,Thudichumstraße,,0.0,0.0
388,Sachsenhausen_Süd,60599.0,,,0.0,0.0
389,Nordend_West,60318.0,Sternstraße,0.0,8.6823033,50.1205454
390,Nordend_West,60318.0,Humboldstr.,94.0,0.0,0.0
391,Nordend_West,60318.0,Oederweg,43.0,8.679990818202253,50.121239450000004
392,Ostend,60314.0,Kesselstädter_Strasse,9.0,8.704893735255101,50.1136879
393,Niederursel,60439.0,Sebastian-Kneipp-Straße,106.0,8.64043265974672,50.1671844
394,Bockenheim,60487.0,,,0.0,0.0
395,Altstadt,60311.0,,,0.0,0.0
396,Gallusviertel,60325.0,Frankenallee,30.0,8.648896041712788,50.10663845
397,Sachsenhausen_Nord,60596.0,Schwanthalerstraße,38.0,8.6816163,50.1011534
398,Hausen,60488.0,,,0.0,0.0
399,Niederursel,60439.0,,,0.0,0.0
400,Gallusviertel,60326.0,,,0.0,0.0
401,Rödelheim,60489.0,,,0.0,0.0
402,Griesheim,65933.0,Mainzer_Landstraße,559.0,8.602071282184067,50.099714649999996
403,Nied,65934.0,,,0.0,0.0
404,Rödelheim,60489.0,,,0.0,0.0
405,Gallusviertel,60326.0,,,0.0,0.0
406,Rödelheim,60489.0,Thudichumstraße,,0.0,0.0
407,Westend_Süd,60325.0,,,0.0,0.0
408,Bergen_Enkheim,60388.0,,,0.0,0.0
